Name,F.year,Address,States,City,County,Type,latitude,longitude,geocode_source,geocode_input,matched_address,match_type
Latino Resources,2004,"4217 University Avenue Suite 1 Des Moines, IA 50311-3421",IA,DES MOINES,POLK,CSO,41.600679,-93.675212,geocodio,"4217 University Avenue Suite 1 Des Moines, IA 50311-3421","4217 University Ave, Ste 1, Des Moines, IA 50311",1
Detroit Hispanic Development Corporation,1997,"1211 Trumbull Ave, Detroit, MI 48216",MI,DETROIT,WAYNE,Hybrid,42.326489,-83.063691,geocodio,"1211 Trumbull Ave, Detroit, MI 48216","1211 Trumbull St, Detroit, MI 48216",1
Latino Family Services,1992,"3815 West Fort Street, Detroit MI 48216",MI,DETROIT,WAYNE,CSO,42.314514,-83.083765,geocodio,"3815 West Fort Street, Detroit MI 48216","3815 W Ft St, Detroit, MI 48216",1
Hispanic Community Council of Chautauqua County,2016,,NY,DEWITTVILLE,CHAUTAUQUA,CSO,42.23922,-79.44532,geocodio,"DEWITTVILLE, NY","Dewittville, NY 14728",1
Caminar Latino,1990,"Doraville, GA 30362-1623",GA,DORAVILLE,DEKALB,CSO,33.891251,-84.07456,geocodio,"Doraville, GA 30362-1623","Atlanta, GA 30362",1
Morris County Organization for Hispanic Affairs,1976,"97 Bassett Hwy, Dover, NJ 07801",NJ,DOVER,MORRIS,CSO,40.875222,-74.598445,geocodio,"97 Bassett Hwy, Dover, NJ 07801","97 Bassett Ln, Mine Hill, NJ 07803",0.92
Latino Community Development Center,2000,"100 W Morgan St Durham, NC 27701-3315 USA",NC,DURHAM,DURHAM,CSO,35.998176,-78.89871,geocodio,"100 W Morgan St Durham, NC 27701-3315 USA","100 W Morgan St, Durham, NC 27701",1
Latino Educational Achievement Partnership,2008,"St Lukes Episcopal Church 1737 Hillandale Rd, Durham, NC 27705-3045",NC,DURHAM,DURHAM,CSO,36.02694,-78.936619,geocodio,"St Lukes Episcopal Church 1737 Hillandale Rd, Durham, NC 27705-3045","1737 Hillandale Rd, Durham, NC 27705",1
NC Congress of Latino Organizations Ncclo,2005,,NC,DURHAM,DURHAM,Advocacy,35.99924,-78.897944,geocodio,"DURHAM, NC","Durham, NC 27701",1
Latino Linq,2016,,GA,EAST POINT,FULTON,CSO,33.679553,-84.439372,geocodio,"EAST POINT, GA","East Point, GA 30344",1
Latino Treatment Center,1985,"54 S Grove Ave, Elgin, IL 60120",IL,ELGIN,KANE,CSO,42.036026,-88.28368,geocodio,"54 S Grove Ave, Elgin, IL 60120","54 S Grove Ave, Elgin, IL 60120",1
Northern Indiana Hispanic Health Coalition,2006,"444 N NAPPANEE ST, ELKHART , IN 46514",IN,ELKHART,ELKHART,CSO,41.68928,-86.003087,geocodio,"444 N NAPPANEE ST, ELKHART , IN 46514","444 N Nappanee St, Elkhart, IN 46514",1
Pinal Hispanic Council,1987,,AZ,ELOY,PINAL,CSO,32.914889,-111.261161,geocodio,"ELOY, AZ","Eloy, AZ 85231",1
Latino Net,2000,,CA,EUREKA,HUMBOLDT,CSO,40.798802,-124.15192,geocodio,"EUREKA, CA","Eureka, CA 95501",1
Latino Resources,2009,"9540 DRAKE AVE EVANSTON , IL 60203 ",IL,EVANSTON,COOK,CSO,42.054714,-87.716865,geocodio,"9540 DRAKE AVE EVANSTON , IL 60203","9540 Drake Ave, Evanston, IL 60203",1
Hispanic Committee of Virginia,1967,"2049 North 15th Street, Arlington, VA 22201",VA,FALLS CHURCH,FALLS CHURCH,CSO,38.890715,-77.08328,geocodio,"2049 North 15th Street, Arlington, VA 22201","2049 15th St N, Arlington, VA 22201",1
Progreso Latino Progress Alliance,2012,,WA,FEDERAL WAY,KING,Advocacy,47.307713,-122.315773,geocodio,"FEDERAL WAY, WA","Federal Way, WA 98003",1
Latino Community Development Corporation,1992,"11712 Skyhawk Ct, Fishers, IN 46037-8140",IN,FISHERS,HAMILTON,CSO,39.959043,-85.932514,geocodio,"11712 Skyhawk Ct, Fishers, IN 46037-8140","11712 Skyhawk Ct, Fishers, IN 46037",1
Genesee County Hispanic Latino Collaborative,2015,"1509 E. Court St.,Flint, Michigan",MI,FLINT,GENESEE,CSO,43.019476,-83.669925,geocodio,"1509 E. Court St.,Flint, Michigan","1509 E Court St, Flint, MI 48503",1
Casa Latina,1967,"140 Pine St Rm 5 Florence, MA 01062-1218",MA,FLORENCE,HAMPSHIRE,CSO,42.331237,-72.675459,geocodio,"140 Pine St Rm 5 Florence, MA 01062-1218","140 Pine St 5, Florence, MA 01062",1
Latino Lives Matter,2015,"17200 ELAINE AVE FONTANA, CA 92336 ",CA,FONTANA,SAN BERNARDINO,CSO,34.117392,-117.429481,geocodio,"17200 ELAINE AVE FONTANA, CA 92336","17200 Elaine Ave, Fontana, CA 92336",1
Mision Latina Cristiana,2005,"4050 Colonial Blvd, Fort Myers, FL 33966",FL,FORT MYERS,LEE,CSO,26.602449,-81.828019,geocodio,"4050 Colonial Blvd, Fort Myers, FL 33966","4050/4052 Colonial Blvd, Fort Myers, FL 33966",1
United Hispanic Americans,1970,"2424 Fairfield Ave, Fort Wayne, IN 46807",IN,FORT WAYNE,ALLEN,CSO,41.062469,-85.145274,geocodio,"2424 Fairfield Ave, Fort Wayne, IN 46807","2424 Fairfield Ave, Fort Wayne, IN 46807",1
Hispanic Debutante Association Of Fort Worth,1985,"Fort Worth, TX 76101-1656",TX,FORT WORTH,TARRANT,CSO,32.771419,-97.291484,geocodio,"Fort Worth, TX 76101-1656","Fort Worth, TX 76101",1
Hispanic Wellness Coalition,1998,"3500 Camp Bowie Blvd, Ste 748, Fort Worth, TX 76107-2644",TX,FORT WORTH,TARRANT,CSO,32.749267,-97.368836,geocodio,"3500 Camp Bowie Blvd, Ste 748, Fort Worth, TX 76107-2644","3500 Camp Bowie Blvd, Ste 748, Fort Worth, TX 76107",1
Latino Health Insurance Program,2006,"276 Union Ave 2nd Floor Framingham, MA 01702-6318",MA,FRAMINGHAM,MIDDLESEX,CSO,42.285793,-71.422603,geocodio,"276 Union Ave 2nd Floor Framingham, MA 01702-6318","276 Union Ave, Fl 2, Framingham, MA 01702",1
Hispanic Education for Life Skills Project,2009,"32560 COLONY HILL DR FRANKLIN , MI 48025 ",MI,FRANKLIN,OAKLAND,CSO,42.525865,-83.316288,geocodio,"32560 COLONY HILL DR FRANKLIN , MI 48025","32560 Colony Hill Dr, Franklin, MI 48025",1
Chicano Youth Center,1978,"1515 E Divisadero Street, Fresno, CA 93721",CA,FRESNO,FRESNO,CSO,36.74383,-119.792955,geocodio,"1515 E Divisadero Street, Fresno, CA 93721","1515 E Divisadero St, Fresno, CA 93721",1
Fresno County Hispanic Commission on Alcohol and Drug Abuse Services,1977,"1803 Broadway St, Fresno, CA 93721",CA,FRESNO,FRESNO,CSO,36.741035,-119.800002,geocodio,"1803 Broadway St, Fresno, CA 93721","1803 Broadway St, Fresno, CA 93721",1
Fresno County League of Mexican American Women,1973,"1630 Van Ness Ave, Fresno, California 93721",CA,FRESNO,FRESNO,CSO,36.741077,-119.795517,geocodio,"1630 Van Ness Ave, Fresno, California 93721","1630 Van Ness Ave, Fresno, CA 93721",1
Hispanic Scholarship Fund,1975,"1411 W 190th St #700, Gardena, CA 90248",CA,GARDENA,LOS ANGELES,CSO,33.85852,-118.30317,geocodio,"1411 W 190th St #700, Gardena, CA 90248","1411 W 190th St, Ste 700, Gardena, CA 90248",1
Garland Association for Hispanic Affairs,2000,,TX,GARLAND,DALLAS,CSO,32.931523,-96.615821,geocodio,"GARLAND, TX","Garland, TX 75040",1
Hispanic Center of Western Michigan,1978,"1204 Grandville Ave SW, Grand Rapids, MI 49503",MI,GRAND RAPIDS,KENT,CSO,42.94166,-85.682814,geocodio,"1204 Grandville Ave SW, Grand Rapids, MI 49503","1204 Grandville Ave SW, Grand Rapids, MI 49503",1
Casa Alba Melanie Hispanic Community Resource Center Of the Green Bay Area,2010,"314 S Madison St Green Bay, WI 54301-4506 ",WI,GREEN BAY,BROWN,CSO,44.510219,-88.014067,geocodio,"314 S Madison St Green Bay, WI 54301-4506","314 S Madison St, Green Bay, WI 54301",1
Centro de Accion Latino,1999,"4925 W Market St, Greensboro, NC 27407",NC,GREENSBORO,GUILFORD,CSO,36.067831,-79.874301,geocodio,"4925 W Market St, Greensboro, NC 27407","4925 W Market St, Greensboro, NC 27407",1
Alliance for Collaboration with the Hispanic Community,2004,"225 S Pleasantburg Dr, Greenville, SC 29607-2544",SC,GREENVILLE,GREENVILLE,CSO,34.839475,-82.363028,geocodio,"225 S Pleasantburg Dr, Greenville, SC 29607-2544","225 S Pleasantburg Dr, Greenville, SC 29607",1
National Hispanic Voter Educational Foundation,2011,"5200 DTC Pkwy, Greenwood Village, CO 80111",CO,GREENWOOD VILLAGE,ARAPAHOE,Advocacy,39.621675,-104.898737,geocodio,"5200 DTC Pkwy, Greenwood Village, CO 80111","5200 Dtc Pkwy, Greenwood Village, CO 80111",1
Hispanic Urban Center,1970,"14606 Palm Ave, Hacienda Heights, CA 91745-1936 ",CA,HACIENDA HEIGHTS,LOS ANGELES,CSO,34.016178,-117.98964,geocodio,"14606 Palm Ave, Hacienda Heights, CA 91745-1936","14606 Palm Ave, Hacienda Heights, CA 91745",1
Southern California Latino Policy Center,2014,,CA,HACIENDA HEIGHTS,LOS ANGELES,CSO,33.976114,-117.981631,geocodio,"HACIENDA HEIGHTS, CA","Hacienda Heights, CA 91745",1
Comunidad Latina de Washington County,2007,,MD,HAGERSTOWN,WASHINGTON,CSO,39.58887,-77.700213,geocodio,"HAGERSTOWN, MD","Hagerstown, MD 21740",1
Mercer County Hispanic Association,1985,18 E 6th Ave Hamilton NJ 08619-3225,NJ,HAMILTON,MERCER,CSO,40.244359,-74.723386,geocodio,18 E 6th Ave Hamilton NJ 08619-3225,"18 E 6th Ave, Trenton, NJ 08619",1
Hispanic Counseling Center,1977,"344 Fulton Ave, Hampstead, NY 11550-3923",NY,HAMPSTEAD,NASSAU,CSO,40.708597,-73.621856,geocodio,"344 Fulton Ave, Hampstead, NY 11550-3923","344 Fulton Ave, Hempstead, NY 11550",1
Latino Hispanic American Community Center,2010,"1319 Derry St Harrisburg, PA 17104-3433",PA,HARRISBURG,DAUPHIN,CSO,40.263169,-76.868537,geocodio,"1319 Derry St Harrisburg, PA 17104-3433","1319 Derry St, Harrisburg, PA 17104",1
Shenandoah Valley Scholars Latino Initiative,2003,,VA,HARRISONBURG,ROCKINGHAM,CSO,38.422777,-78.877137,geocodio,"HARRISONBURG, VA","Harrisonburg, VA 22801",1
Center for Latino Progress,1978,"95 Park St #2, Hartford, CT 06106",CT,HARTFORD,HARTFORD,CSO,41.757237,-72.677682,geocodio,"95 Park St #2, Hartford, CT 06106","95 Park St, Ste 2, Hartford, CT 06106",1
Hispanic Health Council,1978,,CT,HARTFORD,HARTFORD,CSO,41.791776,-72.718832,geocodio,"HARTFORD, CT","Hartford, CT 06102",1
Latino Community Services,1986,"184 Wethersfield Ave, Hartford, CT 06114",CT,HARTFORD,HARTFORD,CSO,41.750876,-72.673591,geocodio,"184 Wethersfield Ave, Hartford, CT 06114","184 Wethers Field Ave, Hartford, CT 06114",1
South Bay Latino Community Development Center,2002,13545 S Hawthorne Blvd Ste 201 Hawthorne CA 90250-5807,CA,HAWTHORNE,LOS ANGELES,CSO,33.909164,-118.353116,geocodio,13545 S Hawthorne Blvd Ste 201 Hawthorne CA 90250-5807,"13545 Hawthorne Blvd, Ste 201, Hawthorne, CA 90250",1
Hispanic Community Affairs Council,1978,"Hayward, CA 94540-3151?",CA,HAYWARD,ALAMEDA,CSO,37.680181,-121.921498,geocodio,"Hayward, CA 94540-3151?","Hayward, CA 94540",1
La Familia Counseling Service,1975,,CA,HAYWARD,ALAMEDA,CSO,37.673946,-122.08482,geocodio,"HAYWARD, CA","Hayward, CA 94541",1
Hempstead Hispanic Civic Association,1977,"236 Main St, Hempstead, NY 11550",NY,HEMPSTEAD,NASSAU,CSO,40.71477,-73.627368,geocodio,"236 Main St, Hempstead, NY 11550","236 Main St, Hempstead, NY 11550",1
Latino Advocacy Coalition of Henderson County,2001,"508 N Grove St, Hendersonville, NC 28792",NC,HENDERSONVILLE,HENDERSON,Hybrid,35.318437,-82.458012,geocodio,"508 N Grove St, Hendersonville, NC 28792","508 N Grove St, Hendersonville, NC 28792",1
Latino Family Center of Greater High Point,2010,"112 Gatewood Ave,High Point, North Carolina",NC,HIGH POINT,GUILFORD,CSO,35.961531,-80.010479,geocodio,"112 Gatewood Ave,High Point, North Carolina","112 Gatewood Ave, High Point, NC 27262",1
Latino Leadership Project,1998,,IL,HIGHLAND PARK,LAKE,CSO,42.187424,-87.811865,geocodio,"HIGHLAND PARK, IL","Highland Park, IL 60035",1
Lakeshore Latino Outreach Center,2008,"16415 James St, Holland, MI 49424",MI,HOLLAND,OTTAWA,CSO,42.812093,-86.187547,geocodio,"16415 James St, Holland, MI 49424","16415 James St, Holland, MI 49424",1
Hispanic Unity of Florida,1982,"5840 Johnson St Hollywood, FL 33021-5636 ",FL,HOLLYWOOD,BROWARD,CSO,26.01745,-80.205231,geocodio,"5840 Johnson St Hollywood, FL 33021-5636","5840 Johnson St, Hollywood, FL 33021",1
Mexican American Council,1982,"151 NW 11 Street Suite 400 E, Homestead, Florida 33030",FL,HOMESTEAD,MIAMI-DADE,CSO,25.481364,-80.4807,geocodio,"151 NW 11 Street Suite 400 E, Homestead, Florida 33030","151 NW 11th St, Ste 400 E, Homestead, FL 33030",1
"American Latino Center for Research, Education and Justice ",2012,,TX,HOUSTON,HARRIS,CSO,29.813142,-95.309789,geocodio,"HOUSTON, TX","Houston, TX 77001",1
Association for The Advancement Of Mexican Americans,1970,"6001 Gulf Freeway, Bldg. E, Houston, TX 77023",TX,HOUSTON,HARRIS,CSO,29.714391,-95.311991,geocodio,"6001 Gulf Freeway, Bldg. E, Houston, TX 77023","6001 I-45, Bldg E, Houston, TX 77023",1
Council for Latino Workplace Equity,2015,,TX,HOUSTON,HARRIS,Advocacy,29.813142,-95.309789,geocodio,"HOUSTON, TX","Houston, TX 77001",1
Fundacion Latinoamericana de Accion Social,1994,"6666 Harwin Dr., Suite 370, Houston, TX 77036-2264",TX,HOUSTON,HARRIS,CSO,29.720376,-95.499359,geocodio,"6666 Harwin Dr., Suite 370, Houston, TX 77036-2264","6666 Harwin Dr, Ste 370, Houston, TX 77036",1
Hispanic Health Coalition,2013,"2626 S. LOOP WEST, SUITE 650R, HOUSTON, TX 77054",TX,HOUSTON,HARRIS,CSO,29.678699,-95.422255,geocodio,"2626 S. LOOP WEST, SUITE 650R, HOUSTON, TX 77054","2626 I-610, Ste 650R, Houston, TX 77054",1
Hispanic Housing and Education Corporation,1991,"9950 Cpyress Dr Ste 320, Houston, TX 77070-0000",TX,HOUSTON,HARRIS,CSO,29.831016,-95.654985,geocodio,"9950 Cpyress Dr Ste 320, Houston, TX 77070-0000","Trey Dr, Ste 320, Houston, TX 77084",0.57
Houston Hispanic Forum,1984,"Allen Center, 500 Dallas St #2930, Houston, TX 77002",TX,HOUSTON,HARRIS,CSO,29.757556,-95.370405,geocodio,"Allen Center, 500 Dallas St #2930, Houston, TX 77002","500 Dallas St, Ste 2930, Houston, TX 77002",1
La Raza United,2011,,TX,HOUSTON,HARRIS,Advocacy,29.813142,-95.309789,geocodio,"HOUSTON, TX","Houston, TX 77001",1
Latin Women's Initiative,1997,"112 W. 4th Street, Houston, Texas 77007",TX,HOUSTON,HARRIS,CSO,29.77754,-95.398283,geocodio,"112 W. 4th Street, Houston, Texas 77007","112 W 4th St, Houston, TX 77007",1
Latino Labor Leadership Council of Southeast Texas,2004,,TX,HOUSTON,HARRIS,Advocacy,29.813142,-95.309789,geocodio,"HOUSTON, TX","Houston, TX 77001",1
Latino Learning Center,1979,"3522 Polk St Houston, TX 77003-4844",TX,HOUSTON,HARRIS,CSO,29.741621,-95.345006,geocodio,"3522 Polk St Houston, TX 77003-4844","3522 Polk St, Houston, TX 77003",1
Mexican Institute of Greater Houston,1991,"4601 Caroline Street, Houston, Texas 77004",TX,HOUSTON,HARRIS,CSO,29.731033,-95.381266,geocodio,"4601 Caroline Street, Houston, Texas 77004","4601 Caroline St, Houston, TX 77004",1
Organizacion Latina Trans in Texas,2015,,TX,HOUSTON,HARRIS,CSO,29.813142,-95.309789,geocodio,"HOUSTON, TX","Houston, TX 77001",1
Alabama Hispanic Association,1999,,AL,HUNTSVILLE,MADISON,CSO,34.718428,-86.556439,geocodio,"HUNTSVILLE, AL","Huntsville, AL 35801",1
Hispanic Housing Services,1985,"1501 S Meridian St Indianapolis, IN 46225-1500",IN,INDIANAPOLIS,MARION,CSO,39.74674,-86.158803,geocodio,"1501 S Meridian St Indianapolis, IN 46225-1500","1501 S Meridian St, Indianapolis, IN 46225",1
Hispanic-Latino Minority Health Coalition of Greater Indianapolis,2003,"3737 N Meridian St Ste 303 Indianapolis, IN 46208-4331",IN,INDIANAPOLIS,MARION,CSO,39.823451,-86.156237,geocodio,"3737 N Meridian St Ste 303 Indianapolis, IN 46208-4331","3737 N Meridian St, Ste 303, Indianapolis, IN 46208",1
Indiana Latino Expo,2001,"5988 Michigan Rd Indianapolis, IN 46228-1733 ",IN,INDIANAPOLIS,MARION,CSO,39.861208,-86.199262,geocodio,"5988 Michigan Rd Indianapolis, IN 46228-1733","5988 Michigan Rd, Indianapolis, IN 46228",1
Indiana Latino Institute,2001,"401 W Michigan St Suite 100 Indianapolis, IN 46202-3233",IN,INDIANAPOLIS,MARION,Hybrid,39.773785,-86.165415,geocodio,"401 W Michigan St Suite 100 Indianapolis, IN 46202-3233","401 W Michigan St, Ste 100, Indianapolis, IN 46202",1
Indiana Latino Scholarship Fund,2008,"615 N Alabama St, Ste 119,Indianapolis, Indiana",IN,INDIANAPOLIS,MARION,CSO,39.775948,-86.15181,geocodio,"615 N Alabama St, Ste 119,Indianapolis, Indiana","615 N Alabama St, Ste 119, Indianapolis, IN 46204",1
Latino Coalition Against Domestic and Sexual Violence,2004,"300 E Fall Creek Pkwy N Drive 200 Indianapolis, IN 46205-4294 ",IN,INDIANAPOLIS,MARION,Hybrid,39.806377,-86.151365,geocodio,"300 E Fall Creek Pkwy N Drive 200 Indianapolis, IN 46205-4294","300 Fall Creek Pkwy Ndr, Indianapolis, IN 46205",0.92
Riverside Cnty Latino Commisison on Alcohol and Drug Abuse Services,1993,,CA,INDIO,RIVERSIDE,CSO,33.710984,-116.204844,geocodio,"INDIO, CA","Indio, CA 92201",1
Hispanic 100 Foundation,1996,"18012 Sky Park Circle, Irvine, CA 92614-6671",CA,IRVINE,ORANGE,CSO,33.688216,-117.85646,geocodio,"18012 Sky Park Circle, Irvine, CA 92614-6671","18012 Sky Park Cir, Irvine, CA 92614",1
Latino Coalition Foundation,2000,"100 Spectrum Center Drive, Irvine, CA 92618-4962",CA,IRVINE,ORANGE,Advocacy,33.650632,-117.747817,geocodio,"100 Spectrum Center Drive, Irvine, CA 92618-4962","100 Spectrum Center Dr, Irvine, CA 92618",1
Latino Resource Center,2002,,WY,JACKSON,TETON,CSO,43.452793,-110.739266,geocodio,"JACKSON, WY","Jackson, WY 83001",1
National Association for The Advancement of Latino People,2014,"190 Hickory Rd Jackson, NJ 08527-3840",NJ,JACKSON,OCEAN,Hybrid,40.133024,-74.293846,geocodio,"190 Hickory Rd Jackson, NJ 08527-3840","190 Hickory Rd, Jackson, NJ 08527",1
Pueblo Latino Apoyando A Losnuestros,2007,,TX,JACKSONVILLE,CHEROKEE,CSO,31.96378,-95.2705,geocodio,"JACKSONVILLE, TX","Jacksonville, TX 75766",1
Hispanic Office of Planning and Evaluation,1971,"165 Brookside Avenue Extension, Jamaica Plain, MA 02130",MA,JAMAICA PLAIN,SUFFOLK,CSO,42.309779,-71.107171,geocodio,"165 Brookside Avenue Extension, Jamaica Plain, MA 02130","165 Brookside Ave, Jamaica Plain, MA 02130",1
Hispanic Connection of Southern Indiana,2003,"1410 Charlestown New Albany Rd #101, Jeffersonville, IN 47130",IN,JEFFERSONVILLE,CLARK,CSO,38.320809,-85.749164,geocodio,"1410 Charlestown New Albany Rd #101, Jeffersonville, IN 47130","1410 Charlestown New Albany Rd, Unit 101, Jeffersonville, IN 47130",1
Hispanic Latino Coalition of Will and Grundy Counties,2009,"407 IRVING ST JOLIET , IL 60432 ",IL,JOLIET,WILL,CSO,41.534645,-88.072018,geocodio,"407 IRVING ST JOLIET , IL 60432","407 Irving St, Joliet, IL 60432",1
Hispanic Community Services,1997,"311 W Huntington Ave Jonesboro, AR 72401-2714",AK,JONESBORO,CRAIGHEAD,CSO,35.840188,-90.70726,geocodio,"311 W Huntington Ave Jonesboro, AR 72401-2714","311 W Huntington Ave, Jonesboro, AR 72401",1
Hispanic American Council,1981,"930 Lake St # A, Kalamazoo, MI 49001",MI,KALAMAZOO,KALAMAZOO,CSO,42.280838,-85.569284,geocodio,"930 Lake St # A, Kalamazoo, MI 49001","930 Lake St, Ste A, Kalamazoo, MI 49001",1
Coalition of Hispanic Women Against Cancer,1996,"650 Minnesota Ave. Suite 114, Kansas City, KS 66101-2806",MO,KANSAS CITY,WYANDOTTE,CSO,39.115689,-94.626598,geocodio,"650 Minnesota Ave. Suite 114, Kansas City, KS 66101-2806","650 Minnesota Ave, Fl 114, Kansas City, KS 66101",1
Hispanic Development Fund,1983,"1055 BROADWAY BLVD, SUITE 130, KANSAS CITY, MO 64105",MO,KANSAS CITY,WYANDOTTE,CSO,39.10151,-94.588139,geocodio,"1055 BROADWAY BLVD, SUITE 130, KANSAS CITY, MO 64105","1055 Broadway Blvd, Ste 130, Kansas City, MO 64105",1
Hispanic Economic Development Corporation,1993,"2130 Jefferson St, Kansas City, Missouri",MO,KANSAS CITY,WYANDOTTE,CSO,39.086367,-94.592746,geocodio,"2130 Jefferson St, Kansas City, Missouri","2130 Jefferson St, Kansas City, MO 64108",1
Cesar E Chavez Foundation,1966,"Keene, CA 93531-0062",CA,KEENE,KERN,Advocacy,35.226499,-118.581032,geocodio,"Keene, CA 93531-0062","Keene, CA 93531",1
Latino Center for Wellness and Education,1999,,IN,LAFAYETTE,TIPPECANOE,CSO,40.417778,-86.889633,geocodio,"LAFAYETTE, IN","Lafayette, IN 47901",1
Latino Public Radio Consortium,2007,"709 Creekwater Terrace, Lake Mary, FL 32746",CO,LAKE MARY,ADMS,Advocacy,28.746984,-81.341609,geocodio,"709 Creekwater Terrace, Lake Mary, FL 32746","709 Creekwater Ter, Lake Mary, FL 32746",1
Hispanic Council for Reform and Educational Options,2001,"4095 SR 7, Lake Worth, FL 33449",FL,LAKE WORTH,PALM BEACH,Advocacy,26.615881,-80.204772,geocodio,"4095 SR 7, Lake Worth, FL 33449","4095 State Hwy 7, Lake Worth, FL 33467",0.99
Republican National Hispanic Assembly,1974,"Lakeland, FL 33807",FL,LAKELAND,POLK,Advocacy,28.002553,-81.61864,geocodio,"Lakeland, FL 33807","Lakeland, FL 33807",1
Lansing Latino Health Alliance,2003,,MI,LANSING,INGHAM,CSO,42.599184,-84.371973,geocodio,"LANSING, MI","Lansing, MI 48901",1
Hispanic United Fund,1975,"1100 Larkspur Landing Circle Larkspur, CA 94939-1827",CA,LARKSPUR,MARIN,CSO,37.949031,-122.510864,geocodio,"1100 Larkspur Landing Circle Larkspur, CA 94939-1827","1100 Larkspur Landing Cir, Larkspur, CA 94939",1
Latino Youth Leadership Foundation,2016,,NV,LAS VEGAS,SAN MIGUEL,CSO,36.17372,-115.10647,geocodio,"LAS VEGAS, NV","Las Vegas, NV 89101",1
Mexican Patriotic Committee,1980,"760 N. Eastern Ave., Las Vegas, NV 89101",NV,LAS VEGAS,CLARK,CSO,36.17718,-115.115984,geocodio,"760 N. Eastern Ave., Las Vegas, NV 89101","760 N Eastern Ave, Las Vegas, NV 89101",1
Nevada Alliance For Latino Education And Justice,2016,"1930 Village Center Cir Num 3-361 Las Vegas, NV 89134-6299 ",NV,LAS VEGAS,SAN MIGUEL,Hybrid,36.192749,-115.303802,geocodio,"1930 Village Center Cir Num 3-361 Las Vegas, NV 89134-6299","1930 Village Center Cir, Las Vegas, NV 89134",1
Dia De La Mujer Latina,1997,"3209 Dunlin Lake Rd, Lawrenceville, GA 30044",GA,LAWRENCEVILLE,GWINNETT,CSO,33.928693,-84.093401,geocodio,"3209 Dunlin Lake Rd, Lawrenceville, GA 30044","3209 Dunlin Lake Rd, Lawrenceville, GA 30044",1
HoPe (Hispanic Organization Promoting Education),2009,"490 Briscoe Boulevard, Lawrenceville, GA 30046",GA,LAWRENCEVILLE,GWINNETT,CSO,33.97328,-83.967962,geocodio,"490 Briscoe Boulevard, Lawrenceville, GA 30046","490 Briscoe Blvd, Lawrenceville, GA 30046",1
Centro Latino of Caldwell County,2002,"916 West Avenue Northwest, Lenoir, NC 28202",NC,LENOIR,MECKLENBURG,CSO,35.914413,-81.541257,geocodio,"916 West Avenue Northwest, Lenoir, NC 28202","916 West Ave NW, Lenoir, NC 28645",0.99
National Hispanic Caucus of State Legislators,1989,"2760 Research Park Dr Lexington, KY 40511-8482 ",KY,LEXINGTON,LEXINGTON,Advocacy,38.135793,-84.506382,geocodio,"2760 Research Park Dr Lexington, KY 40511-8482","2760 Research Park Dr, Lexington, KY 40511",1
Centro Contacto Latino,2003,,NC,LINCOLNTON,LINCOLN,CSO,35.485145,-81.181799,geocodio,"LINCOLNTON, NC","Lincolnton, NC 28092",1
Long Beach Latino Civic Association,1995,"52 East Park Avenue, Long Beach 11561-3504",NY,LONG BEACH,NASSAU,Advocacy,40.588152,-73.662263,geocodio,"52 East Park Avenue, Long Beach 11561-3504","52 E Park Ave, Long Beach, NY 11561",1
Latino Youth for Higher Education Program,2009,,NY,LONG ISLAND CITY,QUEENS,CSO,40.744622,-73.934502,geocodio,"LONG ISLAND CITY, NY","Long Island City, NY 11101",1
El Comite de Longmont,1980,"455 Kimbark St. Longmont,CO 80501",CO,LONGMONT,BOULDER,Hybrid,40.166789,-105.10145,geocodio,"455 Kimbark St. Longmont,CO 80501","455 Kimbark St, Longmont, CO 80501",1
Hispanic Education Foundation,1989,,CO,LONGMONT,BOULDER,CSO,40.164837,-105.103179,geocodio,"LONGMONT, CO","Longmont, CO 80501",1
Coalition for Hispanic Issues and Progress,1990,"2955 Denve Ave Lorain, OH 44055-1452",OH,LORAIN,LORAIN,Advocacy,41.443871,-82.159103,geocodio,"2955 Denve Ave Lorain, OH 44055-1452","2955 Denver Ave, Lorain, OH 44055",1
Bienestar,1989,"5326 E Beverly Blvd Los Angeles,  CA  90022",CA,LOS ANGELES,LOS ANGELES,Hybrid,34.030126,-118.150604,geocodio,"5326 E Beverly Blvd Los Angeles,  CA  90022","5326 E Beverly Blvd, Los Angeles, CA 90022",1
Centro Latino for Literacy,1991,"1709 W 8th St Ste A Los Angeles, CA 90017-2147",CA,LOS ANGELES,LOS ANGELES,CSO,34.0531,-118.27354,geocodio,"1709 W 8th St Ste A Los Angeles, CA 90017-2147","1709 W 8th St, Ste A, Los Angeles, CA 90017",1
Chicana Service Action Center,1972,"3601 E 1st St, Los Angeles, CA 90063",CA,LOS ANGELES,LOS ANGELES,CSO,34.036201,-118.18903,geocodio,"3601 E 1st St, Los Angeles, CA 90063","3601 E 1st St, Los Angeles, CA 90063",1
Hispanas Organized for Political Equality,1988,"634 S Spring St # 920, Los Angeles, CA 90014",CA,LOS ANGELES,LOS ANGELES,Hybrid,34.04504,-118.25156,geocodio,"634 S Spring St # 920, Los Angeles, CA 90014","634 S Spring St, Ste 920, Los Angeles, CA 90014",1
Instituto de Avance Integral Latino,2015,,CA,LOS ANGELES,LOS ANGELES,CSO,33.973951,-118.248405,geocodio,"LOS ANGELES, CA","Los Angeles, CA 90001",1
